time_iso,type,seq,msg_id,t1_browser_ms,t3_python_rx_ms,t4_python_ack_ms,approx_lat_ms,decode_us,process_us,encode_us,total_python_us,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z,t2_python_rx_ms,t3_python_tx_ms,sync_proc_us
2026-06-09T10:51:37.566+00:00,TWIST,137,165,1781002297559,1781002297563,0,4,509,1191,527,2227,0.0,0.025862,0.0,0.0,0.0,0.267241,,,
2026-06-09T10:51:37.635+00:00,TWIST,138,166,1781002297628,1781002297633,0,5,429,422,391,1242,0.0,-0.12931,0.0,0.0,0.0,-0.12069,,,
2026-06-09T10:51:37.692+00:00,TWIST,139,167,1781002297684,1781002297689,0,5,758,638,506,1902,0.0,-0.12931,0.0,0.0,0.0,-0.396552,,,
2026-06-09T10:51:37.756+00:00,TWIST,140,168,1781002297747,1781002297752,0,5,711,1112,472,2295,0.0,-0.0,0.0,0.0,0.0,-0.5,,,
2026-06-09T10:51:37.815+00:00,TWIST,141,169,1781002297808,1781002297812,0,4,1375,463,503,2341,0.0,0.150854,0.0,0.0,0.0,-0.4767,,,
2026-06-09T10:51:37.862+00:00,TWIST,142,170,1781002297850,1781002297856,0,6,553,494,2990,4037,0.0,0.302193,0.0,0.0,0.0,-0.398346,,,
2026-06-09T10:51:37.947+00:00,TWIST,143,171,1781002297942,1781002297945,0,3,586,536,531,1653,0.0,0.37069,0.0,0.0,0.0,-0.034483,,,
2026-06-09T10:51:38.018+00:00,TWIST,144,172,1781002298009,1781002298014,0,5,523,786,496,1805,0.0,0.318966,0.0,0.0,0.0,0.068966,,,
2026-06-09T10:51:38.078+00:00,TWIST,145,173,1781002298065,1781002298072,0,7,495,2745,490,3730,0.0,0.060345,0.0,0.0,0.0,0.181034,,,
2026-06-09T10:51:38.113+00:00,TWIST,146,174,1781002298099,1781002298103,0,4,547,5991,460,6998,0.0,-0.112069,0.0,0.0,0.0,0.172414,,,
2026-06-09T10:51:38.169+00:00,TWIST,147,175,1781002298152,1781002298161,0,9,605,5780,568,6953,0.0,-0.293103,0.0,0.0,0.0,0.155172,,,
2026-06-09T10:51:38.292+00:00,SYNC,148,,1781002298287,,,,,,,,,,,,,,1781002298291,1781002298291,0
2026-06-09T10:52:52.651+00:00,SYNC,1,,1781002372647,,,,,,,,,,,,,,1781002372650,1781002372650,0
2026-06-09T10:52:52.851+00:00,SYNC,2,,1781002372848,,,,,,,,,,,,,,1781002372850,1781002372850,0
2026-06-09T10:52:53.051+00:00,SYNC,3,,1781002373049,,,,,,,,,,,,,,1781002373051,1781002373051,0
2026-06-09T10:52:53.252+00:00,SYNC,4,,1781002373249,,,,,,,,,,,,,,1781002373251,1781002373252,1000
2026-06-09T10:52:53.453+00:00,SYNC,5,,1781002373450,,,,,,,,,,,,,,1781002373452,1781002373452,0
2026-06-09T10:52:53.706+00:00,SYNC,6,,1781002373702,,,,,,,,,,,,,,1781002373705,1781002373705,0
2026-06-09T10:52:54.754+00:00,SYNC,7,,1781002374752,,,,,,,,,,,,,,1781002374753,1781002374754,1000
2026-06-09T10:52:55.707+00:00,TWIST,8,1,1781002375702,1781002375704,0,2,397,514,426,1337,0.0,0.008621,0.0,0.0,0.0,0.094828,,,
2026-06-09T10:52:55.783+00:00,TWIST,9,2,1781002375778,1781002375781,0,3,486,507,406,1399,0.0,0.008621,0.0,0.0,0.0,0.336207,,,
2026-06-09T10:52:55.840+00:00,TWIST,10,3,1781002375834,1781002375838,0,4,530,463,375,1368,0.0,0.008621,0.0,0.0,0.0,0.456897,,,
2026-06-09T10:52:55.914+00:00,TWIST,11,4,1781002375907,1781002375911,0,4,830,586,463,1879,0.0,0.023783,0.0,0.0,0.0,0.499434,,,
2026-06-09T10:52:55.964+00:00,TWIST,12,5,1781002375957,1781002375961,0,4,507,682,407,1596,0.0,0.052735,0.0,0.0,0.0,0.497211,,,
2026-06-09T10:52:56.007+00:00,TWIST,13,6,1781002376002,1781002376004,0,2,510,438,369,1317,0.0,0.060166,0.0,0.0,0.0,0.496367,,,
2026-06-09T10:52:56.058+00:00,TWIST,14,7,1781002376052,1781002376055,0,3,415,603,451,1469,0.0,0.067557,0.0,0.0,0.0,0.495415,,,
2026-06-09T10:52:56.120+00:00,TWIST,15,8,1781002376102,1781002376111,0,9,479,481,397,1357,0.0,0.067557,0.0,0.0,0.0,0.495415,,,
2026-06-09T10:52:56.175+00:00,TWIST,16,9,1781002376168,1781002376172,0,4,576,571,547,1694,0.0,0.075399,0.0,0.0,0.0,0.494282,,,
2026-06-09T10:52:56.266+00:00,TWIST,17,10,1781002376260,1781002376263,0,3,591,470,543,1604,0.0,-0.025862,0.0,0.0,0.0,0.344828,,,
2026-06-09T10:52:56.314+00:00,TWIST,18,11,1781002376306,1781002376309,0,3,568,2284,502,3354,0.0,-0.068966,0.0,0.0,0.0,0.301724,,,
2026-06-09T10:52:56.391+00:00,TWIST,19,12,1781002376385,1781002376388,0,3,559,574,491,1624,0.0,-0.112069,0.0,0.0,0.0,0.189655,,,
2026-06-09T10:52:56.454+00:00,TWIST,20,13,1781002376447,1781002376450,0,3,580,1314,543,2437,0.0,-0.112069,0.0,0.0,0.0,0.137931,,,
2026-06-09T10:52:56.510+00:00,TWIST,21,14,1781002376506,1781002376508,0,2,479,429,289,1197,0.0,-0.112069,0.0,0.0,0.0,0.086207,,,
2026-06-09T10:52:56.561+00:00,TWIST,22,15,1781002376556,1781002376558,0,2,528,894,398,1820,0.0,-0.112069,0.0,0.0,0.0,0.043103,,,
2026-06-09T10:52:56.632+00:00,TWIST,23,16,1781002376626,1781002376629,0,3,502,655,546,1703,0.0,-0.043103,0.0,0.0,0.0,-0.051724,,,
2026-06-09T10:52:56.677+00:00,TWIST,24,17,1781002376670,1781002376674,0,4,516,501,582,1599,0.0,-0.017241,0.0,0.0,0.0,-0.077586,,,
2026-06-09T10:52:56.711+00:00,TWIST,25,18,1781002376704,1781002376708,0,4,554,511,471,1536,0.0,-0.008621,0.0,0.0,0.0,-0.086207,,,
2026-06-09T10:52:56.789+00:00,TWIST,26,19,1781002376781,1781002376784,0,3,573,3001,523,4097,0.0,0.077586,0.0,0.0,0.0,-0.077586,,,
2026-06-09T10:52:56.864+00:00,TWIST,27,20,1781002376852,1781002376855,0,3,532,5170,569,6271,0.0,0.155172,0.0,0.0,0.0,0.103448,,,
2026-06-09T10:52:56.952+00:00,TWIST,28,21,1781002376939,1781002376945,0,6,543,4935,568,6046,0.0,0.155172,0.0,0.0,0.0,0.258621,,,
2026-06-09T10:52:57.001+00:00,TWIST,29,22,1781002376994,1781002376998,0,4,522,470,470,1462,0.0,0.146552,0.0,0.0,0.0,0.267241,,,
2026-06-09T10:52:57.011+00:00,TWIST,30,23,1781002377002,1781002377007,0,5,548,1488,557,2593,0.0,0.146552,0.0,0.0,0.0,0.267241,,,
2026-06-09T10:52:57.060+00:00,SYNC,31,,1781002377054,,,,,,,,,,,,,,1781002377058,1781002377059,1000
2026-06-09T10:52:58.058+00:00,SYNC,32,,1781002378054,,,,,,,,,,,,,,1781002378057,1781002378057,0
2026-06-09T10:53:30.505+00:00,SYNC,1,,1781002410499,,,,,,,,,,,,,,1781002410504,1781002410504,0
2026-06-09T10:53:30.702+00:00,SYNC,2,,1781002410700,,,,,,,,,,,,,,1781002410702,1781002410702,0
2026-06-09T10:53:30.913+00:00,SYNC,3,,1781002410911,,,,,,,,,,,,,,1781002410913,1781002410913,0
2026-06-09T10:53:31.114+00:00,SYNC,4,,1781002411111,,,,,,,,,,,,,,1781002411113,1781002411113,0
2026-06-09T10:53:31.314+00:00,SYNC,5,,1781002411311,,,,,,,,,,,,,,1781002411313,1781002411313,0
2026-06-09T10:53:31.565+00:00,SYNC,6,,1781002411562,,,,,,,,,,,,,,1781002411564,1781002411564,0
2026-06-09T10:53:32.566+00:00,TWIST,7,177,1781002412562,1781002412564,0,2,138,436,113,687,0.0,0.0,0.0,0.0,0.0,-0.086207,,,
2026-06-09T10:53:32.617+00:00,TWIST,8,178,1781002412612,1781002412615,0,3,158,486,182,826,0.0,0.0,0.0,0.0,0.0,-0.077586,,,
2026-06-09T10:53:32.671+00:00,TWIST,9,179,1781002412662,1781002412665,0,3,127,530,183,840,0.0,-0.008621,0.0,0.0,0.0,0.017241,,,
2026-06-09T10:53:32.746+00:00,TWIST,10,180,1781002412742,1781002412744,0,2,142,539,176,857,0.0,-0.068966,0.0,0.0,0.0,0.163793,,,
2026-06-09T10:53:32.784+00:00,TWIST,11,181,1781002412779,1781002412782,0,3,139,625,183,947,0.0,-0.086207,0.0,0.0,0.0,0.258621,,,
2026-06-09T10:53:32.852+00:00,TWIST,12,182,1781002412846,1781002412849,0,3,201,1103,225,1529,0.0,-0.086207,0.0,0.0,0.0,0.387931,,,
2026-06-09T10:53:32.892+00:00,TWIST,13,183,1781002412883,1781002412889,0,6,129,1807,180,2116,0.0,-0.060345,0.0,0.0,0.0,0.422414,,,
2026-06-09T10:53:33.002+00:00,TWIST,14,184,1781002412998,1781002413001,0,3,86,449,214,749,0.0,0.163793,0.0,0.0,0.0,0.301724,,,
2026-06-09T10:53:33.089+00:00,TWIST,15,185,1781002413085,1781002413088,0,3,141,410,137,688,0.0,0.137931,0.0,0.0,0.0,0.0,,,
2026-06-09T10:53:33.153+00:00,TWIST,16,186,1781002413147,1781002413151,0,4,136,510,165,811,0.0,0.086207,0.0,0.0,0.0,-0.181034,,,
2026-06-09T10:53:33.221+00:00,TWIST,17,187,1781002413212,1781002413215,0,3,149,3690,229,4068,0.0,0.060345,0.0,0.0,0.0,-0.353448,,,
2026-06-09T10:53:33.300+00:00,TWIST,18,188,1781002413296,1781002413299,0,3,141,366,135,642,0.0,0.202374,0.0,0.0,0.0,-0.457214,,,
2026-06-09T10:53:33.365+00:00,TWIST,19,189,1781002413347,1781002413356,0,9,125,3759,264,4148,0.0,0.30697,0.0,0.0,0.0,-0.394676,,,
2026-06-09T10:53:33.384+00:00,TWIST,20,190,1781002413370,1781002413375,0,5,153,595,5951,6699,0.0,0.341159,0.0,0.0,0.0,-0.365528,,,
2026-06-09T10:53:33.516+00:00,TWIST,21,191,1781002413512,1781002413514,0,2,125,421,162,708,0.0,0.362069,0.0,0.0,0.0,0.112069,,,
2026-06-09T10:53:33.569+00:00,TWIST,22,192,1781002413565,1781002413567,0,2,152,702,158,1012,0.0,0.189655,0.0,0.0,0.0,0.232759,,,
2026-06-09T10:53:33.637+00:00,TWIST,23,193,1781002413617,1781002413630,0,13,125,5809,223,6157,0.0,-0.017241,0.0,0.0,0.0,0.241379,,,
2026-06-09T10:53:33.756+00:00,TWIST,24,194,1781002413747,1781002413751,0,4,142,1125,1189,2456,0.0,-0.284483,0.0,0.0,0.0,-0.094828,,,
2026-06-09T10:53:33.832+00:00,TWIST,25,195,1781002413827,1781002413830,0,3,137,517,164,818,0.0,0.103448,0.0,0.0,0.0,-0.284483,,,
2026-06-09T10:53:33.884+00:00,TWIST,26,196,1781002413880,1781002413883,0,3,108,457,154,719,0.0,0.327586,0.0,0.0,0.0,-0.241379,,,
2026-06-09T10:53:33.938+00:00,TWIST,27,197,1781002413930,1781002413932,0,2,127,487,190,804,0.0,0.413793,0.0,0.0,0.0,0.077586,,,
2026-06-09T10:53:34.003+00:00,TWIST,28,198,1781002413997,1781002414001,0,4,126,510,167,803,0.0,0.25,0.0,0.0,0.0,0.37931,,,
2026-06-09T10:53:34.020+00:00,TWIST,29,199,1781002414012,1781002414015,0,3,136,544,2662,3342,0.0,0.25,0.0,0.0,0.0,0.37931,,,
2026-06-09T10:53:34.067+00:00,TWIST,30,200,1781002414062,1781002414065,0,3,130,538,169,837,0.0,0.25,0.0,0.0,0.0,0.37931,,,
2026-06-09T10:53:34.136+00:00,TWIST,31,201,1781002414131,1781002414134,0,3,124,546,189,859,0.0,-0.275862,0.0,0.0,0.0,0.172414,,,
2026-06-09T10:53:34.181+00:00,TWIST,32,202,1781002414175,1781002414179,0,4,223,619,243,1085,0.0,-0.206897,0.0,0.0,0.0,-0.206897,,,
2026-06-09T10:53:34.254+00:00,TWIST,33,203,1781002414249,1781002414252,0,3,134,539,214,887,0.0,-0.155172,0.0,0.0,0.0,-0.37931,,,
2026-06-09T10:53:34.313+00:00,TWIST,34,204,1781002414308,1781002414311,0,3,117,472,148,737,0.0,0.181034,0.0,0.0,0.0,-0.448276,,,
2026-06-09T10:53:34.392+00:00,TWIST,35,205,1781002414386,1781002414390,0,4,150,648,184,982,0.0,0.410303,0.0,0.0,0.0,-0.285747,,,
2026-06-09T10:53:34.437+00:00,TWIST,36,206,1781002414432,1781002414435,0,3,144,745,197,1086,0.0,0.484667,0.0,0.0,0.0,-0.122873,,,
2026-06-09T10:53:34.535+00:00,TWIST,37,207,1781002414523,1781002414533,0,10,142,551,181,874,0.0,0.437447,0.0,0.0,0.0,0.242158,,,
2026-06-09T10:53:34.638+00:00,TWIST,38,208,1781002414633,1781002414635,0,2,169,518,201,888,0.0,0.258621,0.0,0.0,0.0,0.241379,,,
2026-06-09T10:53:34.758+00:00,TWIST,39,209,1781002414724,1781002414751,0,27,145,454,147,746,0.0,0.103448,0.0,0.0,0.0,-0.051724,,,
2026-06-09T10:53:35.007+00:00,TWIST,40,210,1781002415000,1781002415003,0,3,112,1356,195,1663,0.0,0.456897,0.0,0.0,0.0,-0.12931,,,
2026-06-09T10:53:35.038+00:00,TWIST,41,211,1781002415026,1781002415029,0,3,140,443,143,726,0.0,0.456897,0.0,0.0,0.0,-0.12931,,,
2026-06-09T10:53:35.189+00:00,TWIST,42,212,1781002415182,1781002415186,0,4,150,1436,199,1785,0.0,-0.25,0.0,0.0,0.0,0.137931,,,
2026-06-09T10:53:35.276+00:00,TWIST,43,213,1781002415257,1781002415263,0,6,136,567,175,878,0.0,-0.336207,0.0,0.0,0.0,0.137931,,,
2026-06-09T10:53:35.298+00:00,TWIST,44,214,1781002415284,1781002415290,0,6,127,6019,212,6358,0.0,-0.353448,0.0,0.0,0.0,0.137931,,,
2026-06-09T10:53:35.372+00:00,TWIST,45,215,1781002415367,1781002415370,0,3,183,924,165,1272,0.0,0.206897,0.0,0.0,0.0,0.051724,,,
2026-06-09T10:53:35.432+00:00,TWIST,46,216,1781002415426,1781002415430,0,4,205,605,164,974,0.0,0.482759,0.0,0.0,0.0,-0.008621,,,
2026-06-09T10:53:35.479+00:00,TWIST,47,217,1781002415467,1781002415475,0,8,233,960,302,1495,0.0,0.499931,0.0,0.0,0.0,-0.008332,,,
2026-06-09T10:53:35.516+00:00,TWIST,48,218,1781002415512,1781002415514,0,2,115,465,169,749,0.0,0.499931,0.0,0.0,0.0,-0.008332,,,
2026-06-09T10:53:35.571+00:00,TWIST,49,219,1781002415567,1781002415569,0,2,134,543,205,882,0.0,0.146552,0.0,0.0,0.0,0.008621,,,
2026-06-09T10:53:35.654+00:00,TWIST,50,220,1781002415650,1781002415652,0,2,179,817,217,1213,0.0,-0.215517,0.0,0.0,0.0,0.12931,,,
2026-06-09T10:53:35.721+00:00,TWIST,51,221,1781002415716,1781002415719,0,3,131,646,495,1272,0.0,-0.258621,0.0,0.0,0.0,0.37069,,,
2026-06-09T10:53:35.772+00:00,TWIST,52,222,1781002415767,1781002415769,0,2,120,422,241,783,0.0,0.017241,0.0,0.0,0.0,0.456897,,,
2026-06-09T10:53:35.837+00:00,TWIST,53,223,1781002415833,1781002415835,0,2,130,453,151,734,0.0,0.215236,0.0,0.0,0.0,0.451302,,,
2026-06-09T10:53:35.902+00:00,TWIST,54,224,1781002415895,1781002415899,0,4,143,593,191,927,0.0,0.296195,0.0,0.0,0.0,0.402826,,,
2026-06-09T10:53:35.922+00:00,TWIST,55,225,1781002415917,1781002415920,0,3,120,548,191,859,0.0,0.3,0.0,0.0,0.0,0.4,,,
2026-06-09T10:53:35.970+00:00,TWIST,56,226,1781002415962,1781002415966,0,4,141,1642,208,1991,0.0,0.238973,0.0,0.0,0.0,0.439194,,,
2026-06-09T10:53:36.033+00:00,TWIST,57,227,1781002416028,1781002416031,0,3,172,678,245,1095,0.0,-0.066566,0.0,0.0,0.0,0.495549,,,
2026-06-09T10:53:36.173+00:00,TWIST,58,228,1781002416162,1781002416171,0,9,130,489,156,775,0.0,-0.12069,0.0,0.0,0.0,0.12931,,,
2026-06-09T10:53:36.256+00:00,TWIST,59,229,1781002416250,1781002416253,0,3,754,688,181,1623,0.0,0.146552,0.0,0.0,0.0,-0.344828,,,
2026-06-09T10:53:36.295+00:00,TWIST,60,230,1781002416289,1781002416292,0,3,145,491,179,815,0.0,0.146552,0.0,0.0,0.0,-0.465517,,,
2026-06-09T10:53:36.335+00:00,TWIST,61,231,1781002416330,1781002416333,0,3,174,460,285,919,0.0,0.140635,0.0,0.0,0.0,-0.479814,,,
2026-06-09T10:53:36.367+00:00,TWIST,62,232,1781002416362,1781002416365,0,3,158,579,317,1054,0.0,0.140635,0.0,0.0,0.0,-0.479814,,,
2026-06-09T10:53:36.433+00:00,TWIST,63,233,1781002416428,1781002416430,0,2,140,869,188,1197,0.0,0.0,0.0,0.0,0.0,-0.086207,,,
2026-06-09T10:53:36.519+00:00,TWIST,64,234,1781002416515,1781002416517,0,2,80,487,192,759,0.0,0.0,0.0,0.0,0.0,0.5,,,
2026-06-09T10:53:36.574+00:00,TWIST,65,235,1781002416562,1781002416568,0,6,138,3433,237,3808,0.0,0.0,0.0,0.0,0.0,0.5,,,
2026-06-09T10:53:36.656+00:00,TWIST,66,236,1781002416638,1781002416641,0,3,164,641,13335,14140,0.0,0.353448,0.0,0.0,0.0,0.051724,,,
2026-06-09T10:53:36.693+00:00,TWIST,67,237,1781002416688,1781002416691,0,3,142,437,164,743,0.0,0.318966,0.0,0.0,0.0,-0.181034,,,
2026-06-09T10:53:36.749+00:00,TWIST,68,238,1781002416744,1781002416746,0,2,137,950,204,1291,0.0,0.275862,0.0,0.0,0.0,-0.267241,,,
2026-06-09T10:53:36.794+00:00,TWIST,69,239,1781002416790,1781002416792,0,2,114,389,214,717,0.0,0.224138,0.0,0.0,0.0,-0.284483,,,
2026-06-09T10:53:36.885+00:00,TWIST,70,240,1781002416877,1781002416880,0,3,187,765,3152,4104,0.0,-0.043103,0.0,0.0,0.0,0.275862,,,
2026-06-09T10:53:36.952+00:00,TWIST,71,241,1781002416946,1781002416949,0,3,145,610,171,926,0.0,-0.053032,0.0,0.0,0.0,0.49718,,,
2026-06-09T10:53:36.997+00:00,TWIST,72,242,1781002416988,1781002416993,0,5,1032,674,268,1974,0.0,-0.049144,0.0,0.0,0.0,0.497579,,,
2026-06-09T10:53:37.044+00:00,TWIST,73,243,1781002417036,1781002417040,0,4,125,800,280,1205,0.0,-0.04797,0.0,0.0,0.0,0.497694,,,
2026-06-09T10:53:37.105+00:00,TWIST,74,244,1781002417098,1781002417103,0,5,159,809,198,1166,0.0,0.226346,0.0,0.0,0.0,0.445833,,,
2026-06-09T10:53:37.154+00:00,TWIST,75,245,1781002417147,1781002417151,0,4,191,1489,179,1859,0.0,0.383096,0.0,0.0,0.0,0.321306,,,
2026-06-09T10:53:37.197+00:00,TWIST,76,246,1781002417189,1781002417195,0,6,136,661,202,999,0.0,0.388057,0.0,0.0,0.0,0.315296,,,
2026-06-09T10:53:37.261+00:00,TWIST,77,247,1781002417256,1781002417259,0,3,136,626,205,967,0.0,0.275862,0.0,0.0,0.0,0.405172,,,
2026-06-09T10:53:37.382+00:00,TWIST,78,248,1781002417361,1781002417378,0,17,144,714,195,1053,0.0,-0.060345,0.0,0.0,0.0,0.37931,,,
2026-06-09T10:53:37.468+00:00,TWIST,79,249,1781002417462,1781002417466,0,4,128,757,201,1086,0.0,0.498729,0.0,0.0,0.0,0.035624,,,
2026-06-09T10:53:37.533+00:00,TWIST,80,250,1781002417527,1781002417530,0,3,124,1187,174,1485,0.0,0.5,0.0,0.0,0.0,0.0,,,
2026-06-09T10:53:37.567+00:00,TWIST,81,251,1781002417563,1781002417566,0,3,116,495,163,774,0.0,0.5,0.0,0.0,0.0,0.0,,,
2026-06-09T10:53:37.632+00:00,TWIST,82,252,1781002417627,1781002417630,0,3,77,316,144,537,0.0,0.318966,0.0,0.0,0.0,0.112069,,,
2026-06-09T10:53:37.681+00:00,TWIST,83,253,1781002417677,1781002417680,0,3,146,637,158,941,0.0,0.094828,0.0,0.0,0.0,0.137931,,,
2026-06-09T10:53:37.745+00:00,TWIST,84,254,1781002417739,1781002417743,0,4,166,495,124,785,0.0,0.034483,0.0,0.0,0.0,0.137931,,,
2026-06-09T10:53:37.783+00:00,TWIST,85,255,1781002417777,1781002417781,0,4,174,856,180,1210,0.0,0.025862,0.0,0.0,0.0,0.137931,,,
2026-06-09T10:53:37.861+00:00,TWIST,86,256,1781002417857,1781002417860,0,3,97,396,140,633,0.0,0.431034,0.0,0.0,0.0,0.051724,,,
2026-06-09T10:53:37.874+00:00,TWIST,87,257,1781002417868,1781002417872,0,4,167,473,230,870,0.0,0.456897,0.0,0.0,0.0,0.043103,,,
2026-06-09T10:53:37.968+00:00,TWIST,88,258,1781002417964,1781002417966,0,2,130,492,167,789,0.0,0.396552,0.0,0.0,0.0,-0.224138,,,
2026-06-09T10:53:38.032+00:00,TWIST,89,259,1781002418027,1781002418030,0,3,136,551,203,890,0.0,-0.087346,0.0,0.0,0.0,-0.492312,,,
2026-06-09T10:53:38.099+00:00,TWIST,90,260,1781002418090,1781002418097,0,7,177,531,200,908,0.0,-0.145004,0.0,0.0,0.0,-0.478512,,,
2026-06-09T10:53:38.151+00:00,TWIST,91,261,1781002418146,1781002418149,0,3,180,572,236,988,0.0,-0.050466,0.0,0.0,0.0,-0.497447,,,
2026-06-09T10:53:38.246+00:00,TWIST,92,262,1781002418229,1781002418242,0,13,2221,581,185,2987,0.0,0.303457,0.0,0.0,0.0,-0.397384,,,
2026-06-09T10:53:38.328+00:00,TWIST,93,263,1781002418324,1781002418327,0,3,123,477,184,784,0.0,0.497817,0.0,0.0,0.0,-0.04667,,,
2026-06-09T10:53:38.382+00:00,TWIST,94,264,1781002418377,1781002418380,0,3,122,550,154,826,0.0,0.37931,0.0,0.0,0.0,0.215517,,,
2026-06-09T10:53:38.456+00:00,TWIST,95,265,1781002418450,1781002418453,0,3,164,844,345,1353,0.0,0.258621,0.0,0.0,0.0,0.327586,,,
2026-06-09T10:53:38.534+00:00,TWIST,96,266,1781002418527,1781002418530,0,3,179,2516,230,2925,0.0,0.068966,0.0,0.0,0.0,-0.206897,,,
2026-06-09T10:53:38.584+00:00,TWIST,97,267,1781002418578,1781002418582,0,4,247,763,165,1175,0.0,0.077586,0.0,0.0,0.0,-0.362069,,,
2026-06-09T10:53:38.662+00:00,TWIST,98,268,1781002418652,1781002418659,0,7,145,1281,205,1631,0.0,0.31951,0.0,0.0,0.0,-0.384595,,,
2026-06-09T10:53:38.757+00:00,TWIST,99,269,1781002418750,1781002418755,0,5,141,585,504,1230,0.0,0.49151,0.0,0.0,0.0,-0.091749,,,
2026-06-09T10:53:38.772+00:00,TWIST,100,270,1781002418763,1781002418767,0,4,130,532,200,862,0.0,0.439655,0.0,0.0,0.0,0.137931,,,
2026-06-09T10:53:39.022+00:00,TWIST,101,271,1781002419008,1781002419010,0,2,117,463,158,738,0.0,-0.068966,0.0,0.0,0.0,-0.362069,,,
2026-06-09T10:53:39.034+00:00,TWIST,102,272,1781002419014,1781002419032,0,18,120,460,147,727,0.0,-0.068966,0.0,0.0,0.0,-0.362069,,,
2026-06-09T10:53:39.164+00:00,TWIST,103,273,1781002419144,1781002419156,0,12,143,3572,222,3937,0.0,0.456897,0.0,0.0,0.0,-0.189655,,,
2026-06-09T10:53:39.354+00:00,TWIST,104,274,1781002419348,1781002419351,0,3,131,1112,153,1396,0.0,0.086207,0.0,0.0,0.0,-0.060345,,,
2026-06-09T10:53:39.432+00:00,TWIST,105,275,1781002419408,1781002419413,0,5,3422,3936,180,7538,0.0,0.086207,0.0,0.0,0.0,-0.172414,,,
2026-06-09T10:53:39.453+00:00,TWIST,106,276,1781002419441,1781002419446,0,5,114,457,146,717,0.0,0.086207,0.0,0.0,0.0,-0.172414,,,
2026-06-09T10:53:39.545+00:00,TWIST,107,277,1781002419536,1781002419542,0,6,160,578,170,908,0.0,0.034483,0.0,0.0,0.0,0.275862,,,
2026-06-09T10:53:39.584+00:00,TWIST,108,278,1781002419580,1781002419582,0,2,110,412,150,672,0.0,0.077586,0.0,0.0,0.0,0.37069,,,
2026-06-09T10:53:39.633+00:00,TWIST,109,279,1781002419629,1781002419631,0,2,98,460,228,786,0.0,0.290619,0.0,0.0,0.0,0.406867,,,
2026-06-09T10:53:39.685+00:00,TWIST,110,280,1781002419678,1781002419681,0,3,149,553,1980,2682,0.0,0.373257,0.0,0.0,0.0,0.332685,,,
2026-06-09T10:53:39.770+00:00,TWIST,111,281,1781002419764,1781002419768,0,4,156,624,196,976,0.0,0.344828,0.0,0.0,0.0,-0.112069,,,
2026-06-09T10:53:39.823+00:00,TWIST,112,282,1781002419818,1781002419821,0,3,167,921,176,1264,0.0,0.293103,0.0,0.0,0.0,-0.189655,,,
2026-06-09T10:53:39.879+00:00,TWIST,113,283,1781002419873,1781002419876,0,3,132,958,256,1346,0.0,0.267241,0.0,0.0,0.0,-0.241379,,,
2026-06-09T10:53:39.921+00:00,TWIST,114,284,1781002419916,1781002419919,0,3,111,417,152,680,0.0,0.25,0.0,0.0,0.0,-0.284483,,,
2026-06-09T10:53:39.969+00:00,TWIST,115,285,1781002419963,1781002419967,0,4,655,643,149,1447,0.0,0.241379,0.0,0.0,0.0,-0.293103,,,
2026-06-09T10:53:40.031+00:00,TWIST,116,286,1781002420015,1781002420023,0,8,3318,610,481,4409,0.0,0.189655,0.0,0.0,0.0,-0.232759,,,
2026-06-09T10:53:40.089+00:00,TWIST,117,287,1781002420080,1781002420085,0,5,1809,426,199,2434,0.0,0.172414,0.0,0.0,0.0,0.241379,,,
2026-06-09T10:53:40.162+00:00,TWIST,118,288,1781002420158,1781002420160,0,2,148,591,165,904,0.0,0.210556,0.0,0.0,0.0,0.453504,,,
2026-06-09T10:53:40.185+00:00,TWIST,119,289,1781002420174,1781002420181,0,7,113,467,1926,2506,0.0,0.204528,0.0,0.0,0.0,0.456255,,,
2026-06-09T10:53:40.225+00:00,TWIST,120,290,1781002420212,1781002420217,0,5,142,1523,195,1860,0.0,0.204528,0.0,0.0,0.0,0.456255,,,
2026-06-09T10:53:40.334+00:00,TWIST,121,291,1781002420330,1781002420333,0,3,92,396,170,658,0.0,-0.043103,0.0,0.0,0.0,0.008621,,,
2026-06-09T10:53:40.458+00:00,TWIST,122,292,1781002420455,1781002420457,0,2,86,429,171,686,0.0,-0.077586,0.0,0.0,0.0,-0.267241,,,
2026-06-09T10:53:40.533+00:00,TWIST,123,293,1781002420528,1781002420531,0,3,114,551,185,850,0.0,0.189655,0.0,0.0,0.0,-0.405172,,,
2026-06-09T10:53:40.597+00:00,TWIST,124,294,1781002420592,1781002420595,0,3,261,825,254,1340,0.0,0.412021,0.0,0.0,0.0,-0.283264,,,
2026-06-09T10:53:40.621+00:00,TWIST,125,295,1781002420616,1781002420619,0,3,163,541,199,903,0.0,0.431034,0.0,0.0,0.0,-0.12069,,,
2026-06-09T10:53:40.691+00:00,TWIST,126,296,1781002420688,1781002420690,0,2,100,476,163,739,0.0,0.232759,0.0,0.0,0.0,0.232759,,,
2026-06-09T10:53:40.741+00:00,TWIST,127,297,1781002420733,1781002420739,0,6,137,589,201,927,0.0,0.068966,0.0,0.0,0.0,0.310345,,,
2026-06-09T10:53:40.801+00:00,TWIST,128,298,1781002420780,1781002420785,0,5,160,9567,245,9972,0.0,-0.043103,0.0,0.0,0.0,0.301724,,,
